Product_id,Review_rating,clean_review,Sentiment
269, 5.0 out of 5 stars, you can safely ditch mnc brands,Positive
269, 5.0 out of 5 stars, paisa wasool product,Positive
269, 1.0 out of 5 stars, size of shoes varies,Positive
269, 2.0 out of 5 stars, not too good,Negative
269, 2.0 out of 5 stars, fake product by seeing the box hope the shoe is original sparx,Negative
269, 1.0 out of 5 stars, had to return it poor experience with sparx yet again,Negative
270,4.0 out of 5 stars,superb  perfect fit,Negative
270, 1.0 out of 5 stars, miserable product,Positive
270, 5.0 out of 5 stars, review for sega,Negative
270, 5.0 out of 5 stars, good,Positive
270, 4.0 out of 5 stars, cheap n best,Negative
270, 4.0 out of 5 stars, good,Negative
270, 1.0 out of 5 stars, duplicate product ,Negative
270, 5.0 out of 5 stars, comfortable,Positive
270, 4.0 out of 5 stars, good,Positive
270, 4.0 out of 5 stars, good product,Positive
271,4.0 out of 5 stars,good product,Negative
271, 5.0 out of 5 stars, perfect shoes with good quality,Positive
271, 1.0 out of 5 stars, fitting not good,Negative
271, 5.0 out of 5 stars, nice,Positive
271, 5.0 out of 5 stars, value for money,Negative
271, 4.0 out of 5 stars, not a mesh material as it appears still good product,Negative
271, 5.0 out of 5 stars, good shoes for trekking  dirt and water resistance,Negative
271, 4.0 out of 5 stars, uk  is the size,Positive
271, 4.0 out of 5 stars, no air passage,Positive
271, 3.0 out of 5 stars, ok,Positive
272,5.0 out of 5 stars,good i like it,Positive
272, 3.0 out of 5 stars, without packaging,Negative
272, 5.0 out of 5 stars, fine shoes very comfortable to wear in rainy season only you to check size before order,Positive
272, 5.0 out of 5 stars, quality,Positive
272, 3.0 out of 5 stars, low quality,Positive
272, 2.0 out of 5 stars, damage product received,Positive
272, 4.0 out of 5 stars,  because of the stretches appears on surface ,Negative
272, 1.0 out of 5 stars, in comfortable,Negative
272, 3.0 out of 5 stars, so so,Negative
272, 5.0 out of 5 stars, i loved it,Positive
273,5.0 out of 5 stars,,Positive
273, 5.0 out of 5 stars, nice shoe,Positive
273, 1.0 out of 5 stars, waste of money damaged,Positive
273, 4.0 out of 5 stars, first time experience,Negative
273, 5.0 out of 5 stars, very nice shoes,Negative
273, 1.0 out of 5 stars, shoes shole,Positive
273, 5.0 out of 5 stars, shoes,Positive
273, 4.0 out of 5 stars, colour,Positive
273, 5.0 out of 5 stars, perfect,Positive
273, 1.0 out of 5 stars,  days main hi side se nikal gaya,Negative
274,3.0 out of 5 stars,cheap quality,Negative
274, 5.0 out of 5 stars, value for money,Positive
274, 5.0 out of 5 stars, cheap and best,Negative
274, 5.0 out of 5 stars, very comfortable,Negative
274, 1.0 out of 5 stars, i want missing products,Negative
274, 5.0 out of 5 stars, good,Negative
274, 5.0 out of 5 stars, wrong product,Positive
274, 5.0 out of 5 stars, good,Negative
274, 3.0 out of 5 stars, dont purchase go for  pairs at this ptice,Positive
274, 5.0 out of 5 stars, good,Positive
275,5.0 out of 5 stars,great job amazon,Positive
275, 5.0 out of 5 stars, good buy,Negative
275, 5.0 out of 5 stars, a very good product and worth it,Negative
275, 5.0 out of 5 stars, go for it,Negative
275, 5.0 out of 5 stars, better than adidas very good quality,Positive
275, 5.0 out of 5 stars, nice one,Positive
275, 4.0 out of 5 stars, super,Negative
275, 2.0 out of 5 stars, not as expected,Negative
275, 5.0 out of 5 stars, good product,Positive
275, 5.0 out of 5 stars, finishing,Negative
276,3.0 out of 5 stars,not recommended at this price range,Positive
276, 5.0 out of 5 stars, bourge just awesome,Negative
276, 5.0 out of 5 stars, good shoes,Negative
276, 4.0 out of 5 stars, great product,Positive
276, 1.0 out of 5 stars, shoes collar is very tough and painful to ankles,Negative
276, 5.0 out of 5 stars, good,Negative
276, 5.0 out of 5 stars, worthy,Positive
277,4.0 out of 5 stars,i got a power,Positive
277, 4.0 out of 5 stars, unmatched quality at this price,Negative
277, 5.0 out of 5 stars, good buy,Positive
277, 5.0 out of 5 stars, strong and sturdy,Negative
277, 5.0 out of 5 stars, sturdy shoes,Positive
277, 4.0 out of 5 stars, one size bigger to original size,Positive
277, 5.0 out of 5 stars, good shoe,Negative
277, 2.0 out of 5 stars, just  month and its tearing apart,Positive
277, 4.0 out of 5 stars, nice product for rs,Negative
277, 5.0 out of 5 stars, recommended,Negative
278,5.0 out of 5 stars,worthful,Negative
278, 3.0 out of 5 stars, ok can try,Negative
278, 1.0 out of 5 stars, im dissatisfied,Negative
278, 3.0 out of 5 stars, maintain quality,Negative
278, 3.0 out of 5 stars, good combo but room for improvement,Positive
278, 5.0 out of 5 stars, nice ,Positive
278, 5.0 out of 5 stars, great deal,Positive
278, 4.0 out of 5 stars, cheap and best,Negative
278, 3.0 out of 5 stars, price was good as per product quality,Negative
278, 5.0 out of 5 stars, worth money,Positive
279,5.0 out of 5 stars,solid shoes very good quality,Negative
280,5.0 out of 5 stars,very nice,Negative
280, 5.0 out of 5 stars, very nice products ,Positive
280, 5.0 out of 5 stars, a,Positive
280, 3.0 out of 5 stars, the shoe unboxer,Negative
280, 3.0 out of 5 stars, good but not practical,Positive
280, 1.0 out of 5 stars, not comfort to wear,Negative
280, 5.0 out of 5 stars, great shoes more than satisfied,Negative
280, 5.0 out of 5 stars, just go for it best running shoes in this price segment,Negative
280, 3.0 out of 5 stars, not up to the mark,Negative
280, 5.0 out of 5 stars, just loved it,Positive
281,1.0 out of 5 stars,below average quality waste of money,Positive
281, 5.0 out of 5 stars, superb,Positive
281, 1.0 out of 5 stars, improvement require in size,Positive
281, 5.0 out of 5 stars, nice product i recommend it,Negative
281, 4.0 out of 5 stars, low costbut good product,Negative
281, 4.0 out of 5 stars, gud one,Negative
281, 5.0 out of 5 stars, good looking shoes with good cushion for toes,Positive
281, 5.0 out of 5 stars, really good,Negative
281, 1.0 out of 5 stars, worst product,Positive
281, 5.0 out of 5 stars, good,Negative
282,4.0 out of 5 stars,nice  perfect fit of my size,Negative
282, 1.0 out of 5 stars, bad quality,Negative
282, 1.0 out of 5 stars, ridiculous size issue,Negative
282, 3.0 out of 5 stars,  made in india ,Negative
282, 2.0 out of 5 stars, shoe is quite comfortable but due to no air flow,Negative
282, 5.0 out of 5 stars, superb shoes coming from the power subbrand of bata,Negative
282, 2.0 out of 5 stars, smelly shoes dont buy if you sweat or use it in damp conditions,Negative
282, 3.0 out of 5 stars, a  out of  footware,Positive
282, 1.0 out of 5 stars, not a running shoe,Positive
282, 1.0 out of 5 stars, supposed to be a nice shoe but,Negative
283,1.0 out of 5 stars,not comfortable at all,Negative
283, 5.0 out of 5 stars, bought from bourge,Positive
283, 5.0 out of 5 stars, nice pair of shoes,Negative
283, 2.0 out of 5 stars, not much quality,Positive
283, 1.0 out of 5 stars, cheap cost cheap quality,Positive
283, 5.0 out of 5 stars, very good product ,Negative
283, 2.0 out of 5 stars, ok but not useful for running,Negative
283, 3.0 out of 5 stars, poor quality,Negative
283, 4.0 out of 5 stars, could be better fitting,Positive
283, 5.0 out of 5 stars, comfortable,Positive
284,5.0 out of 5 stars,great product,Negative
284, 2.0 out of 5 stars, not a genuine leather product,Positive
284, 1.0 out of 5 stars, product quality,Positive
284, 3.0 out of 5 stars, decent buy not the best,Positive
284, 1.0 out of 5 stars, dangerous shoes gives you shoe bite,Positive
284, 4.0 out of 5 stars, quality good and perfect fit,Positive
284, 4.0 out of 5 stars, good material good fitting,Positive
284, 3.0 out of 5 stars, average,Negative
284, 2.0 out of 5 stars, very stiff,Positive
284, 1.0 out of 5 stars, too tough,Negative
285,4.0 out of 5 stars,good running shoe at low price,Negative
285, 1.0 out of 5 stars, should be baned,Negative
285, 5.0 out of 5 stars, very good,Negative
285, 5.0 out of 5 stars, nice product,Positive
285, 4.0 out of 5 stars, good quality but price should be low,Negative
285, 5.0 out of 5 stars, best for runners,Positive
285, 2.0 out of 5 stars, inner sole was missing,Positive
285, 5.0 out of 5 stars, product is very nice,Negative
285, 5.0 out of 5 stars, its good,Positive
285, 5.0 out of 5 stars, good,Negative
286,5.0 out of 5 stars,in this price another comfortable shoes not possible very nice shoe i recommend,Positive
286, 5.0 out of 5 stars, class apart ,Negative
286, 5.0 out of 5 stars, superb,Positive
286, 5.0 out of 5 stars, nice shoes at this price point,Positive
286, 5.0 out of 5 stars, perfect fit as per size chart mine being ,Negative
286, 5.0 out of 5 stars, best buy,Positive
286, 5.0 out of 5 stars, good fit good looks,Positive
286, 4.0 out of 5 stars, good choice in this price range,Negative
286, 5.0 out of 5 stars, awesome,Positive
286, 5.0 out of 5 stars, best on the price band,Negative
287,5.0 out of 5 stars,beyond expectation ,Negative
287, 2.0 out of 5 stars, average product,Negative
287, 4.0 out of 5 stars, good but sent d small size,Positive
287, 1.0 out of 5 stars, we lost hope on amazon,Positive
287, 4.0 out of 5 stars, value for money ,Positive
287, 5.0 out of 5 stars, superb buy,Negative
287, 3.0 out of 5 stars, okay,Positive
287, 1.0 out of 5 stars, bad,Negative
287, 1.0 out of 5 stars, low quality,Positive
287, 5.0 out of 5 stars, centrino,Negative
288,5.0 out of 5 stars,good,Positive
288, 1.0 out of 5 stars, duplicate liberty,Negative
288, 5.0 out of 5 stars, i like osm product good product,Negative
288, 1.0 out of 5 stars, seller didnt replace as it was not fit in my leg,Positive
288, 1.0 out of 5 stars, ok ok,Positive
288, 2.0 out of 5 stars, okay but not that comfortable,Negative
288, 5.0 out of 5 stars, wow product,Positive
288, 5.0 out of 5 stars, best in this price,Positive
288, 5.0 out of 5 stars, nice,Negative
288, 2.0 out of 5 stars, roadside,Negative
289,5.0 out of 5 stars,nice,Negative
289, 1.0 out of 5 stars, dont buy this shoes worst quality and delivery is too late,Negative
289, 5.0 out of 5 stars, great shoe plz order one bigger size than usual,Negative
289, 1.0 out of 5 stars, poor quality product,Positive
289, 4.0 out of 5 stars, product is good but size may be vary,Negative
289, 4.0 out of 5 stars, worth buying,Positive
289, 2.0 out of 5 stars, cheap material,Negative
289, 2.0 out of 5 stars, not good,Negative
289, 5.0 out of 5 stars, very good,Negative
289, 4.0 out of 5 stars, shine and fine product,Negative
290,2.0 out of 5 stars,the quality is poor dont recommend it,Positive
290, 4.0 out of 5 stars, one word nyc,Positive
290, 5.0 out of 5 stars, comfortable,Positive
291,1.0 out of 5 stars,online shopping is not trusted,Negative
291, 4.0 out of 5 stars, its best in this range ,Negative
291, 1.0 out of 5 stars, bad quality,Negative
291, 1.0 out of 5 stars, increase  size more,Positive
291, 1.0 out of 5 stars, froud,Positive
292,5.0 out of 5 stars,very desirable product at this price,Negative
292, 1.0 out of 5 stars, copy product,Negative
292, 5.0 out of 5 stars, super comfy shoes,Positive
292, 5.0 out of 5 stars, price is very good as compared to other shops and all,Negative
292, 5.0 out of 5 stars, since it have a thick inner sole which is comfortable in walking ,Positive
292, 4.0 out of 5 stars, nice,Positive
292, 5.0 out of 5 stars, very good quality fitting and very light at this price,Positive
292, 5.0 out of 5 stars, great product,Positive
292, 4.0 out of 5 stars, nice,Positive
292, 5.0 out of 5 stars, best in everything,Negative
293,3.0 out of 5 stars,average quality product fit is smaller than expected,Negative
293, 4.0 out of 5 stars,  out of ,Positive
293, 5.0 out of 5 stars, better quality,Positive
293, 4.0 out of 5 stars, good at discounted price,Negative
293, 4.0 out of 5 stars, quality,Positive
293, 5.0 out of 5 stars, good,Positive
293, 3.0 out of 5 stars, good,Positive
293, 3.0 out of 5 stars, quality,Negative
293, 5.0 out of 5 stars, ,Negative
293, 5.0 out of 5 stars, suits your requirement,Negative
294,4.0 out of 5 stars,good,Negative
294, 2.0 out of 5 stars, no quality,Negative
294, 5.0 out of 5 stars, must buy,Positive
294, 5.0 out of 5 stars, good,Negative
294, 5.0 out of 5 stars, superb ,Positive
294, 1.0 out of 5 stars, bad quality,Negative
294, 4.0 out of 5 stars, mast hai lelo,Negative
295,5.0 out of 5 stars,excellent,Positive
295, 3.0 out of 5 stars, quality is ok and fit is ok,Positive
295, 5.0 out of 5 stars, great for the price,Negative
295, 5.0 out of 5 stars, best fitting and design for price,Positive
295, 2.0 out of 5 stars, not happy bad quality of work,Positive
295, 4.0 out of 5 stars, good product very light to wear insole a bit too cushiony but manageable,Negative
295, 4.0 out of 5 stars, is good enough except the size problem,Negative
295, 3.0 out of 5 stars, decent product decently priced no symmetry,Positive
295, 5.0 out of 5 stars, i loved it bourge,Positive
295, 3.0 out of 5 stars, required cushion on backside else a perfect product for the price range,Positive
296,3.0 out of 5 stars,nothing great and nothing bad as well,Positive
296, 1.0 out of 5 stars, disappointed and hurt,Negative
296, 3.0 out of 5 stars, not as good as in image,Negative
296, 5.0 out of 5 stars, very good product,Negative
296, 5.0 out of 5 stars, good product good fitting comfortable,Positive
296, 5.0 out of 5 stars, super product,Negative
296, 1.0 out of 5 stars, this is fraud,Negative
296, 5.0 out of 5 stars, stylish shoes in affordable price,Negative
296, 2.0 out of 5 stars, sole is not good as expected but otherwise it is okay,Positive
296, 5.0 out of 5 stars, attractive buyworthy ,Positive
297,5.0 out of 5 stars,nice shoes,Positive
297, 5.0 out of 5 stars, very light weight,Positive
297, 4.0 out of 5 stars, nice very good,Positive
297, 3.0 out of 5 stars, jaise dikhay waise quality nahi hai,Negative
298,4.0 out of 5 stars,comfortable,Negative
298, 5.0 out of 5 stars, nice worth it,Negative
298, 4.0 out of 5 stars, good,Positive
298, 4.0 out of 5 stars, shoew,Negative
298, 5.0 out of 5 stars, worth buy,Negative
298, 5.0 out of 5 stars, nice,Negative
299,1.0 out of 5 stars,so so,Negative
299, 2.0 out of 5 stars, go for better one like sega,Positive
299, 3.0 out of 5 stars, good product but poor services,Positive
299, 3.0 out of 5 stars, worth for money,Positive
299, 2.0 out of 5 stars, it may be ok for walking short distance but definitely not for running pain in toes,Negative
299, 1.0 out of 5 stars, very low quality dont buy it,Positive
299, 5.0 out of 5 stars, quality,Negative
299, 1.0 out of 5 stars, not satisfactory,Positive
299, 1.0 out of 5 stars, ok ok quality not good at all,Positive
299, 5.0 out of 5 stars, just go for it,Positive
300,4.0 out of 5 stars,good,Positive
300, 2.0 out of 5 stars, mrp printed in shoe is  but it is sold at ,Positive
300, 3.0 out of 5 stars, good ok product,Negative
300, 4.0 out of 5 stars, worthy but check the size,Negative
300, 5.0 out of 5 stars, good nyzzz ,Negative
300, 5.0 out of 5 stars, very good product you can buy it if you like it,Positive
300, 5.0 out of 5 stars, fantastic boots,Positive
300, 4.0 out of 5 stars, awesome,Positive
300, 5.0 out of 5 stars, value of money,Positive
300, 3.0 out of 5 stars, overcharged mrp,Positive
301,5.0 out of 5 stars,worthy,Positive
301, 5.0 out of 5 stars, stylish and professional look,Positive
301, 5.0 out of 5 stars, totally satisfied,Negative
301, 4.0 out of 5 stars, satisfying product,Negative
301, 4.0 out of 5 stars, premium at its best in that price,Negative
301, 4.0 out of 5 stars, finishing is great,Positive
301, 5.0 out of 5 stars, shoe looks dam standard,Negative
301, 5.0 out of 5 stars, nice product,Positive
301, 5.0 out of 5 stars, amazing product quality and value for money,Positive
301, 4.0 out of 5 stars, good,Negative
302,3.0 out of 5 stars,value for money,Negative
302, 4.0 out of 5 stars, looks good but heel cushion is required,Negative
302, 5.0 out of 5 stars, perfect for badminton,Negative
302, 3.0 out of 5 stars, usage after  months,Negative
302, 4.0 out of 5 stars, comfortable fits well for female too shoe lace looks old though,Negative
302, 4.0 out of 5 stars, good,Negative
302, 5.0 out of 5 stars, good shoes below k,Negative
302, 3.0 out of 5 stars, too silver shade and buy sizer bigger than normal,Positive
302, 1.0 out of 5 stars, very bad product for badminton purpose,Negative
302, 4.0 out of 5 stars, best for beginners,Negative
303,4.0 out of 5 stars,worth buyinggood product at this price,Positive
303, 4.0 out of 5 stars, good shows for lovely price at rs  go for it,Negative
303, 5.0 out of 5 stars, friendly fit for feet,Positive
303, 5.0 out of 5 stars, superb,Negative
303, 5.0 out of 5 stars, all in one,Negative
303, 4.0 out of 5 stars, good product,Positive
303, 3.0 out of 5 stars, size and fitting issue,Negative
303, 5.0 out of 5 stars, fully satisfied,Negative
303, 4.0 out of 5 stars, campus shoe,Negative
303, 4.0 out of 5 stars, shoe is really good and comfortable also,Positive
304,1.0 out of 5 stars,looks good but does not lasts long,Positive
304, 3.0 out of 5 stars, order one size lesser,Negative
304, 4.0 out of 5 stars, best quality product for its prize,Negative
304, 5.0 out of 5 stars, bata the best as always,Negative
304, 5.0 out of 5 stars, fabulous,Positive
304, 4.0 out of 5 stars, this product is good ch is broken looking like a damegd product,Positive
304, 5.0 out of 5 stars, nice and comfortable fit,Negative
304, 1.0 out of 5 stars, can not be bata,Negative
304, 1.0 out of 5 stars, sole quality not good,Positive
304, 2.0 out of 5 stars, used shoes with bit damages on front,Negative
305,1.0 out of 5 stars,quality not upto mark,Positive
305, 1.0 out of 5 stars, product quantity is poor,Negative
305, 5.0 out of 5 stars, thanks,Negative
305, 1.0 out of 5 stars, product dammag,Positive
305, 1.0 out of 5 stars, shoes review,Negative
305, 3.0 out of 5 stars, quality must be maintained as per price,Positive
305, 5.0 out of 5 stars, good product,Negative
305, 5.0 out of 5 stars, good product,Positive
305, 5.0 out of 5 stars, good product,Positive
305, 1.0 out of 5 stars, qlity bakwaas,Negative
306,4.0 out of 5 stars,its very good,Negative
306, 4.0 out of 5 stars, cool comfortable stylish,Positive
306, 5.0 out of 5 stars, good,Positive
306, 3.0 out of 5 stars, amazon should careful while packing the products,Positive
306, 4.0 out of 5 stars, good product,Negative
306, 1.0 out of 5 stars, item chenge,Positive
306, 1.0 out of 5 stars, cheap quality products,Positive
306, 2.0 out of 5 stars, maddy perfect combo pack of  multicolored mens casual sneakers,Negative
306, 5.0 out of 5 stars, good product,Positive
306, 4.0 out of 5 stars, above average,Positive
307,4.0 out of 5 stars,colour shape and size a perfect fit,Positive
307, 2.0 out of 5 stars, bad experience,Positive
307, 4.0 out of 5 stars, beautiful,Negative
307, 5.0 out of 5 stars, good product,Positive
307, 5.0 out of 5 stars, excellent,Negative
307, 3.0 out of 5 stars, fit is the main issue,Positive
307, 5.0 out of 5 stars, perfect,Negative
307, 3.0 out of 5 stars, its not comfortable,Negative
307, 5.0 out of 5 stars, awesome productmust try,Positive
307, 4.0 out of 5 stars, nice,Positive
308,2.0 out of 5 stars,feel like an ordinary shoe have had few redtape shoes before but this dont match the feel,Negative
308, 3.0 out of 5 stars, not so great product,Positive
308, 1.0 out of 5 stars, a size bigger than usual might work,Negative
308, 1.0 out of 5 stars, duplicate,Negative
308, 4.0 out of 5 stars, very good product,Positive
308, 5.0 out of 5 stars, awesome product,Positive
308, 4.0 out of 5 stars, good,Negative
308, 4.0 out of 5 stars, nice product,Positive
308, 1.0 out of 5 stars, okay,Negative
308, 4.0 out of 5 stars, value for money,Negative
309,4.0 out of 5 stars,good,Negative
309, 4.0 out of 5 stars, good,Positive
309, 4.0 out of 5 stars, good,Negative
309, 1.0 out of 5 stars, not good,Positive
309, 1.0 out of 5 stars, fitting issues,Negative
309, 4.0 out of 5 stars, product,Negative
309, 4.0 out of 5 stars, need improvement,Positive
309, 4.0 out of 5 stars, nice,Positive
309, 5.0 out of 5 stars, over pricing,Negative
309, 3.0 out of 5 stars, nice one,Negative
310,1.0 out of 5 stars,not priced correct dout its bata,Negative
310, 4.0 out of 5 stars, good product,Negative
310, 5.0 out of 5 stars, nice,Positive
310, 1.0 out of 5 stars, very bad service ,Positive
310, 4.0 out of 5 stars, go for it,Positive
310, 5.0 out of 5 stars, auper quality and fit,Positive
310, 4.0 out of 5 stars, best,Negative
310, 5.0 out of 5 stars, very very good product,Positive
310, 4.0 out of 5 stars, good,Negative
310, 4.0 out of 5 stars, nice one but it from here,Negative
311,4.0 out of 5 stars,a great product at a great price,Negative
311, 2.0 out of 5 stars, below par,Negative
311, 4.0 out of 5 stars, comfortable,Positive
311, 5.0 out of 5 stars, very comfortable,Negative
311, 5.0 out of 5 stars, go for it,Negative
311, 5.0 out of 5 stars, chief and best,Negative
311, 1.0 out of 5 stars, faltu me liya,Positive
311, 5.0 out of 5 stars, wait for price to slash up to ,Negative
311, 4.0 out of 5 stars, good,Positive
311, 5.0 out of 5 stars, ,Negative
312,3.0 out of 5 stars,acceptable shoes for daily usagewith compromise of course,Negative
312, 1.0 out of 5 stars, very cheap quality,Positive
312, 5.0 out of 5 stars, comfortable as expected,Positive
312, 2.0 out of 5 stars, mmmm you get what you pay for,Positive
312, 4.0 out of 5 stars, go for it,Negative
312, 5.0 out of 5 stars, extremely comfortable for people with  size,Positive
312, 1.0 out of 5 stars, worst experience ever,Positive
312, 5.0 out of 5 stars, five stars,Positive
312, 5.0 out of 5 stars, excellent fit,Positive
312, 1.0 out of 5 stars, not happy with the product,Positive
313,5.0 out of 5 stars,very good shoes,Negative
314,5.0 out of 5 stars,step out  play,Negative
314, 5.0 out of 5 stars, overall review,Negative
314, 4.0 out of 5 stars, size is not perfect not for hard ground,Positive
314, 1.0 out of 5 stars, not comfortable at all ,Negative
314, 1.0 out of 5 stars, very uncomfortable for my feet plus size was wrong,Positive
314, 2.0 out of 5 stars, bad quality,Negative
314, 5.0 out of 5 stars, quality is better than expected,Positive
314, 1.0 out of 5 stars, these shoes are smaller,Negative
314, 5.0 out of 5 stars, very good,Negative
314, 1.0 out of 5 stars, absolute waste of money,Positive
315,1.0 out of 5 stars,i will complaint in police station,Positive
315, 5.0 out of 5 stars, nice,Positive
315, 5.0 out of 5 stars, nice product,Positive
315, 4.0 out of 5 stars, please make a stock for size  for the same product,Negative
315, 5.0 out of 5 stars, nice onethanks for this,Negative
315, 5.0 out of 5 stars, nice,Negative
315, 5.0 out of 5 stars, fit and comfortable,Negative
315, 5.0 out of 5 stars, comfortable and budget friendly ,Positive
315, 1.0 out of 5 stars, be cautious with the design,Positive
315, 5.0 out of 5 stars, bad packing,Positive
316,1.0 out of 5 stars,item model is different,Negative
316, 1.0 out of 5 stars, complain against refund,Positive
316, 1.0 out of 5 stars, bad quality,Positive
316, 3.0 out of 5 stars, colour is not the same as in amazon app,Positive
316, 2.0 out of 5 stars, this shoes is not from lancer this is some fake company selling with name of lancer,Positive
316, 1.0 out of 5 stars, one star,Positive
316, 1.0 out of 5 stars, not worth,Positive
316, 1.0 out of 5 stars, left shoes narrower than right,Positive
316, 1.0 out of 5 stars, not good really dont like,Negative
316, 1.0 out of 5 stars, worst,Negative
317,1.0 out of 5 stars,fake product,Positive
317, 4.0 out of 5 stars, good quality,Negative
317, 5.0 out of 5 stars, run run run,Negative
317, 5.0 out of 5 stars, awosome,Positive
317, 4.0 out of 5 stars, product review,Positive
317, 2.0 out of 5 stars, just after  days of useits laces hole got wide while tighteningnot recommended,Positive
317, 3.0 out of 5 stars, as expected,Negative
317, 5.0 out of 5 stars, trendy and bright,Negative
317, 4.0 out of 5 stars, do look out for size else look wise awesome  need to test for durability though,Negative
317, 5.0 out of 5 stars, perfect for running and very stylish,Negative
318,1.0 out of 5 stars,its fake product dont buy,Positive
318, 1.0 out of 5 stars, cheap products like rs shoes,Positive
318, 5.0 out of 5 stars, study  light weight comfortable  great in looks,Negative
318, 1.0 out of 5 stars, looks,Positive
318, 2.0 out of 5 stars, barcode not found seems like fist copy,Negative
318, 2.0 out of 5 stars, packaging is garbage,Negative
318, 5.0 out of 5 stars, super,Positive
318, 5.0 out of 5 stars, perfect,Negative
318, 3.0 out of 5 stars, very good product,Negative
318, 1.0 out of 5 stars, fake ones,Negative
319,1.0 out of 5 stars,not for workout or exercise,Negative
319, 3.0 out of 5 stars, very heavy and very hard sole  just no to flexiblity and not for broad foots,Positive
319, 1.0 out of 5 stars, highly uncomfortable,Positive
319, 4.0 out of 5 stars, good shoes with price,Positive
319, 1.0 out of 5 stars, below expectation,Negative
319, 1.0 out of 5 stars, very hard shoes,Positive
319, 3.0 out of 5 stars, nyc but to large in out side,Positive
319, 4.0 out of 5 stars, nice shoes,Positive
319, 1.0 out of 5 stars, so hard bottom sole ,Positive
319, 5.0 out of 5 stars, awesome brand,Negative
320,4.0 out of 5 stars,must buy,Positive
320, 5.0 out of 5 stars, i hit  stars,Negative
320, 5.0 out of 5 stars, adidas sports shoes,Negative
320, 5.0 out of 5 stars, fake  duplicate product,Negative
320, 1.0 out of 5 stars, it soaks water from road to make your feet complete wet,Negative
320, 5.0 out of 5 stars, good productlight weight,Positive
320, 3.0 out of 5 stars, confused,Negative
320, 5.0 out of 5 stars, great quality for money but no arch support,Negative
320, 2.0 out of 5 stars, not for gym or running at all,Positive
320, 1.0 out of 5 stars, dont buy disappointing shoes are just for  days as mentioned,Negative
321,1.0 out of 5 stars,duplicate products,Positive
321, 4.0 out of 5 stars, light weight,Positive
321, 5.0 out of 5 stars, worth it go for it,Positive
321, 2.0 out of 5 stars, worst quality,Positive
321, 1.0 out of 5 stars, duplicate productreturned it already,Negative
321, 1.0 out of 5 stars, worst shoe with a label of adidas beware,Positive
321, 3.0 out of 5 stars, nice product ,Negative
321, 1.0 out of 5 stars, not good sole wore within  weeks,Negative
321, 1.0 out of 5 stars, doesnt seem like original quality,Negative
321, 2.0 out of 5 stars, looks like copy product,Positive
322,1.0 out of 5 stars,dont buy fake shoes  worst grip  please read all the review and decide,Negative
322, 3.0 out of 5 stars, not for wet surface,Negative
322, 5.0 out of 5 stars, very good go for it,Negative
322, 4.0 out of 5 stars, fits as expected and nice quality,Negative
322, 1.0 out of 5 stars, fake product,Positive
322, 5.0 out of 5 stars, comfortable shoes,Negative
322, 5.0 out of 5 stars, looks good for the price,Positive
322, 5.0 out of 5 stars, really satisfying purchase,Negative
322, 5.0 out of 5 stars, terrific,Positive
322, 3.0 out of 5 stars, part good part bad,Negative
323,4.0 out of 5 stars,very comfortable shoes,Positive
323, 4.0 out of 5 stars, decent shoes,Positive
323, 5.0 out of 5 stars,   ,Negative
323, 1.0 out of 5 stars, cheap quality product  rebook branding missing from shoes,Positive
323, 1.0 out of 5 stars, i m confused,Positive
323, 5.0 out of 5 stars, comfort,Negative
323, 4.0 out of 5 stars, comfortable and soft one,Negative
323, 5.0 out of 5 stars, ,Negative
323, 5.0 out of 5 stars, very comfortable,Negative
323, 5.0 out of 5 stars, good,Negative
324,3.0 out of 5 stars,runing items,Negative
324, 1.0 out of 5 stars, fake product dont buy,Negative
324, 3.0 out of 5 stars, awesome shoe,Positive
324, 4.0 out of 5 stars, awesome,Positive
324, 1.0 out of 5 stars, its s not original adidas its first copy,Positive
324, 5.0 out of 5 stars, perfect,Positive
324, 5.0 out of 5 stars, light weight product,Positive
324, 4.0 out of 5 stars, good,Negative
324, 5.0 out of 5 stars, good,Positive
324, 4.0 out of 5 stars, great product,Positive
325,3.0 out of 5 stars,surprisingly good air cushioned shoes at ,Positive
325, 2.0 out of 5 stars, shoes too heavy,Negative
325, 5.0 out of 5 stars, spectacular for the price,Negative
325, 1.0 out of 5 stars, worst shoes ever,Negative
325, 1.0 out of 5 stars, worst saler no inner sole,Negative
325, 4.0 out of 5 stars, very nice,Negative
325, 5.0 out of 5 stars, good,Positive
325, 3.0 out of 5 stars, heavy weight shoe,Negative
325, 5.0 out of 5 stars, good job,Positive
325, 1.0 out of 5 stars, bad and verry hard sole like stone,Positive
326,5.0 out of 5 stars,worth it,Positive
326, 5.0 out of 5 stars, very vood shoes,Positive
326, 1.0 out of 5 stars, its copy not original,Positive
326, 5.0 out of 5 stars, very good looking fit and comfortable,Negative
327,5.0 out of 5 stars,this shoes are parfect size comfortable and price,Negative
327, 5.0 out of 5 stars, good and nice product,Positive
327, 5.0 out of 5 stars, super duper shoes  thank you amazone ,Negative
327, 5.0 out of 5 stars, very good product,Positive
328,5.0 out of 5 stars,good,Positive
328, 1.0 out of 5 stars, poor quality,Negative
329,5.0 out of 5 stars,great product verified as original,Negative
329, 4.0 out of 5 stars, misleading sizes from adidas,Positive
329, 2.0 out of 5 stars, worst packaging,Positive
