Product_id,Review_rating,clean_review,Emotion,Sentiment_Score
83, 5.0 out of 5 stars, full marks,5 stars,0.710752010345459
83, 5.0 out of 5 stars, great value for money,5 stars,0.852988600730896
83, 3.0 out of 5 stars, pt shoes not for running,1 star,0.41057226061820984
83, 5.0 out of 5 stars, very good shoes,5 stars,0.8314600586891174
83, 5.0 out of 5 stars, satisfied but regret buying small size,4 stars,0.5724858045578003
83, 3.0 out of 5 stars, a good product for morning walks,5 stars,0.5356080532073975
84,5.0 out of 5 stars,perfect,5 stars,0.955660343170166
84, 2.0 out of 5 stars, disappointing,1 star,0.4291737675666809
84, 1.0 out of 5 stars, bad product,1 star,0.8486456871032715
84, 2.0 out of 5 stars, good but soul isnt good,4 stars,0.4181492030620575
84, 5.0 out of 5 stars, nice,5 stars,0.6637264490127563
84, 4.0 out of 5 stars, good product low cost,5 stars,0.6604039669036865
84, 1.0 out of 5 stars, very bad after  week both,1 star,0.8159080743789673
84, 5.0 out of 5 stars, good products in ,5 stars,0.608960747718811
84, 5.0 out of 5 stars, worth a purchase,5 stars,0.7425662875175476
84, 3.0 out of 5 stars, ok ok not so gud,3 stars,0.6703366041183472
85,1.0 out of 5 stars,quality,5 stars,0.8053585290908813
85, 1.0 out of 5 stars, material is not good,1 star,0.5968577861785889
85, 3.0 out of 5 stars, good purchase,5 stars,0.6278750896453857
85, 1.0 out of 5 stars, damaged,1 star,0.7203684449195862
85, 1.0 out of 5 stars, not better,2 stars,0.4181171655654907
85, 1.0 out of 5 stars, damage shoe,1 star,0.46450626850128174
85, 1.0 out of 5 stars, return,1 star,0.6122902035713196
85, 1.0 out of 5 stars, very bad,1 star,0.8895781636238098
85, 2.0 out of 5 stars, low quality,1 star,0.5551556944847107
85, 1.0 out of 5 stars, not good quality,1 star,0.53240567445755
86,5.0 out of 5 stars,review after  years of heavy usage,5 stars,0.5051295757293701
86, 1.0 out of 5 stars, mrp  only selling price  big fraud,1 star,0.7745441198348999
86, 5.0 out of 5 stars, looks is awesome good looking in fesonable price,5 stars,0.8500641584396362
86, 5.0 out of 5 stars, the shoe is pretty light and fits well,5 stars,0.8303695917129517
86, 1.0 out of 5 stars, not a running shoe,2 stars,0.3746227025985718
86, 1.0 out of 5 stars, you must not buy it,1 star,0.8588626980781555
86, 5.0 out of 5 stars, value for money ,5 stars,0.6624334454536438
86, 5.0 out of 5 stars, nice product i m so happy materials is so good,5 stars,0.8550618290901184
86, 1.0 out of 5 stars, honest review after  months of use,5 stars,0.6997269988059998
86, 5.0 out of 5 stars, i love the product but not a happy customer for only one reason,3 stars,0.3606793284416199
87,4.0 out of 5 stars,good quality product best for its price,5 stars,0.7909106016159058
87, 4.0 out of 5 stars, love it,5 stars,0.9274604320526123
87, 5.0 out of 5 stars, a comfortable shoe,5 stars,0.7073835730552673
87, 5.0 out of 5 stars, soft and light weight updated review after  month use ,5 stars,0.4718761742115021
87, 5.0 out of 5 stars, amazing quality,5 stars,0.9645634889602661
87, 2.0 out of 5 stars, theyre old people shoes,5 stars,0.5240330696105957
87, 5.0 out of 5 stars, liked the product ,5 stars,0.5893372297286987
87, 2.0 out of 5 stars, not comfortable if worn throughout the day,1 star,0.4502977132797241
87, 4.0 out of 5 stars, good but not suitable in rain,4 stars,0.45577460527420044
87, 5.0 out of 5 stars, absolute value for money ,5 stars,0.9426306486129761
88,5.0 out of 5 stars,love your wear,5 stars,0.8644986152648926
89,1.0 out of 5 stars,poor quality,1 star,0.8295193314552307
89, 1.0 out of 5 stars, waste for money,1 star,0.7313216924667358
89, 1.0 out of 5 stars, poor quality,1 star,0.8295193314552307
89, 1.0 out of 5 stars, bad shoes quality,1 star,0.5195913314819336
89, 1.0 out of 5 stars, poor quality products,1 star,0.8403788805007935
89, 4.0 out of 5 stars, inner side sool not good  price good,1 star,0.39611566066741943
89, 2.0 out of 5 stars, overall shoes r value for money item,5 stars,0.44662341475486755
89, 1.0 out of 5 stars, dismaying,1 star,0.5879350900650024
89, 1.0 out of 5 stars, not good,1 star,0.6892451643943787
89, 5.0 out of 5 stars, cool,5 stars,0.7715628743171692
90,4.0 out of 5 stars,good look,5 stars,0.5350988507270813
90, 1.0 out of 5 stars, bad quality,1 star,0.8210640549659729
90, 1.0 out of 5 stars, left shoe is damage,1 star,0.5641530156135559
90, 5.0 out of 5 stars, product,5 stars,0.7231262922286987
90, 2.0 out of 5 stars, dont buy it guys,1 star,0.674106776714325
90, 3.0 out of 5 stars, quality is not good,1 star,0.6218612194061279
90, 5.0 out of 5 stars, perfect shoes for boys,5 stars,0.9210708141326904
90, 1.0 out of 5 stars, bad quality,1 star,0.8210640549659729
90, 4.0 out of 5 stars, good,5 stars,0.5337613821029663
90, 4.0 out of 5 stars, value for money,5 stars,0.6624334454536438
91,1.0 out of 5 stars,waste of money as in local market ablable in rs,1 star,0.7958981394767761
91, 1.0 out of 5 stars, gum stain  poor quality,1 star,0.7485870122909546
91, 5.0 out of 5 stars, worth it,5 stars,0.7655544877052307
91, 5.0 out of 5 stars, its so o good,5 stars,0.48592033982276917
91, 4.0 out of 5 stars, good shoes with cheap price,5 stars,0.49194034934043884
91, 4.0 out of 5 stars, best for walkinguk size,5 stars,0.8025935292243958
91, 5.0 out of 5 stars, best in such a low price,5 stars,0.8968080282211304
91, 5.0 out of 5 stars, awsome,5 stars,0.6457301378250122
91, 5.0 out of 5 stars, given the price range awesome purchase,5 stars,0.8774920105934143
91, 5.0 out of 5 stars, am satisfied with this item thanks to amezon,5 stars,0.7357105016708374
92,5.0 out of 5 stars,good replacement for sandles and slippers,5 stars,0.5948323011398315
92, 5.0 out of 5 stars, fits perfectly value for money,5 stars,0.9527270197868347
92, 5.0 out of 5 stars, looks amazing nd value for money,5 stars,0.9169214367866516
92, 1.0 out of 5 stars, fack not from aqualite,1 star,0.5118761658668518
92, 1.0 out of 5 stars, left is small than right though both are no ,3 stars,0.3243574798107147
92, 5.0 out of 5 stars, quality products,5 stars,0.8363737463951111
92, 5.0 out of 5 stars, nice product,5 stars,0.6937230825424194
92, 4.0 out of 5 stars, good,5 stars,0.5337613821029663
92, 5.0 out of 5 stars, good product,5 stars,0.6334669589996338
92, 5.0 out of 5 stars, good job,5 stars,0.5969184041023254
93,2.0 out of 5 stars,below average,3 stars,0.3755868673324585
93, 5.0 out of 5 stars, quality is good nd product is nice,5 stars,0.6995822191238403
94,5.0 out of 5 stars,product price is worthy,5 stars,0.6813583374023438
94, 4.0 out of 5 stars, good fit good grip,5 stars,0.6422653198242188
94, 1.0 out of 5 stars, worst productdont buy it,1 star,0.9261709451675415
94, 5.0 out of 5 stars, i just love sparx underrated brand,5 stars,0.8861189484596252
94, 5.0 out of 5 stars, excellent product,5 stars,0.9539818167686462
94, 5.0 out of 5 stars, extremely good product,5 stars,0.9096894860267639
94, 2.0 out of 5 stars, shoes is amazing six eis too small so i return it,5 stars,0.2763593792915344
94, 4.0 out of 5 stars, best loafer of no  footwear brand relaxo,5 stars,0.9213787317276001
94, 5.0 out of 5 stars, comfortable and good quality,5 stars,0.8465538620948792
94, 5.0 out of 5 stars, a good sparx product go for it,5 stars,0.5997564792633057
95,5.0 out of 5 stars,dont think just buy it,5 stars,0.42002564668655396
95, 5.0 out of 5 stars, go for it,5 stars,0.6479388475418091
95, 4.0 out of 5 stars, quality of the product is good thanks to amazon for easy returns and exchanges,5 stars,0.7007026672363281
95, 4.0 out of 5 stars, everything is good except the hard sole ,4 stars,0.5731812715530396
95, 5.0 out of 5 stars, five stars,5 stars,0.9950194358825684
95, 4.0 out of 5 stars, quite nice,5 stars,0.7747706770896912
95, 2.0 out of 5 stars, not proper fit,1 star,0.4112154245376587
95, 3.0 out of 5 stars, purchased it for ,5 stars,0.660582959651947
95, 3.0 out of 5 stars, good for the price butfew issues,4 stars,0.5147870779037476
95, 3.0 out of 5 stars, good quality worthy flip flops,5 stars,0.7958735823631287
96,1.0 out of 5 stars,worst quality,1 star,0.9062523245811462
96, 1.0 out of 5 stars, dont waste your money,1 star,0.8535681366920471
96, 2.0 out of 5 stars, i got wet shoes,5 stars,0.4054151177406311
96, 1.0 out of 5 stars, poor quality product,1 star,0.8510376214981079
96, 5.0 out of 5 stars, great product  excellent quality,5 stars,0.9602392911911011
96, 3.0 out of 5 stars, comfort,5 stars,0.6461327075958252
96, 1.0 out of 5 stars, it is the worst product i have ever bought from amazon,1 star,0.9537134766578674
96, 2.0 out of 5 stars, products oky but not use full,3 stars,0.49469253420829773
96, 1.0 out of 5 stars, poor quality,1 star,0.8295193314552307
97,5.0 out of 5 stars,just love it ,5 stars,0.9363452196121216
97, 1.0 out of 5 stars, dont buy waste of money,1 star,0.9004738330841064
97, 2.0 out of 5 stars, color is not my type  buy it only if you happy with the color,3 stars,0.29763391613960266
97, 3.0 out of 5 stars, overall still good working,4 stars,0.6853016018867493
97, 4.0 out of 5 stars, nice shoes but color not as expected,4 stars,0.4402256906032562
97, 4.0 out of 5 stars, best buy,5 stars,0.9579771161079407
97, 5.0 out of 5 stars, quality item n insole is good except minor glue here n there,4 stars,0.5002869963645935
97, 5.0 out of 5 stars, buy size,5 stars,0.636807918548584
97, 5.0 out of 5 stars, good,5 stars,0.5337613821029663
97, 5.0 out of 5 stars, worth of buying,5 stars,0.8376270532608032
98,3.0 out of 5 stars,only good,1 star,0.41615578532218933
98, 3.0 out of 5 stars, not so durable,2 stars,0.5085103511810303
98, 1.0 out of 5 stars, bad cheap quality,1 star,0.8107868432998657
98, 4.0 out of 5 stars, iam satisfies to this order is like amazon ,5 stars,0.8153156042098999
98, 2.0 out of 5 stars, poor quality,1 star,0.8295193314552307
98, 4.0 out of 5 stars, ok,4 stars,0.45046597719192505
98, 3.0 out of 5 stars, like,5 stars,0.7359006404876709
99,3.0 out of 5 stars,wrost metirial,5 stars,0.514491081237793
100,5.0 out of 5 stars,best shoe under ,5 stars,0.9111838340759277
100, 1.0 out of 5 stars, please do not buy,1 star,0.9319592118263245
100, 4.0 out of 5 stars, sall size,5 stars,0.5759810209274292
100, 4.0 out of 5 stars, value for money,5 stars,0.6624334454536438
100, 3.0 out of 5 stars, good product,5 stars,0.6334669589996338
100, 5.0 out of 5 stars, the,5 stars,0.6108946204185486
100, 3.0 out of 5 stars, material not worth the amount,1 star,0.5402431488037109
100, 4.0 out of 5 stars, size was perfect fit,5 stars,0.9003791213035583
100, 2.0 out of 5 stars, ,5 stars,0.46193116903305054
100, 5.0 out of 5 stars, excellent,5 stars,0.9499454498291016
101,5.0 out of 5 stars,value for money,5 stars,0.6624334454536438
101, 5.0 out of 5 stars, value for money,5 stars,0.6624334454536438
101, 4.0 out of 5 stars, nice product,5 stars,0.6937230825424194
101, 5.0 out of 5 stars, good,5 stars,0.5337613821029663
101, 4.0 out of 5 stars, average,3 stars,0.7622721195220947
101, 5.0 out of 5 stars, amazing and elegant looks ,5 stars,0.9622205495834351
101, 5.0 out of 5 stars, osm bole to ek no,1 star,0.4927915334701538
101, 5.0 out of 5 stars, good,5 stars,0.5337613821029663
101, 5.0 out of 5 stars, suuupperrrr shoe go for it,5 stars,0.6952257752418518
101, 3.0 out of 5 stars, just ok,4 stars,0.3978404700756073
102,5.0 out of 5 stars,amazing,5 stars,0.9609782695770264
102, 4.0 out of 5 stars, acceptable,4 stars,0.3820112645626068
102, 3.0 out of 5 stars, where are my laces,5 stars,0.6269893050193787
102, 4.0 out of 5 stars, comfortable,5 stars,0.7150459885597229
102, 5.0 out of 5 stars, good and worth,5 stars,0.7918587327003479
102, 1.0 out of 5 stars, waste of money,1 star,0.8290979862213135
102, 5.0 out of 5 stars, bata always gives batter quality,5 stars,0.8079653382301331
102, 5.0 out of 5 stars, just go for it,5 stars,0.6890187859535217
102, 5.0 out of 5 stars, good one,5 stars,0.6470440030097961
102, 5.0 out of 5 stars, awesome product good for gym squats and deadlift,5 stars,0.9017226696014404
103,5.0 out of 5 stars,go ahead for it,5 stars,0.6586399078369141
104,5.0 out of 5 stars,it was best shoes,5 stars,0.892894983291626
104, 5.0 out of 5 stars, evergreen shoes,5 stars,0.7659265398979187
104, 5.0 out of 5 stars, try it once,5 stars,0.4175289273262024
104, 5.0 out of 5 stars, unistar always perfect and best,5 stars,0.9544284343719482
104, 4.0 out of 5 stars, budget friendly product,5 stars,0.4566003084182739
104, 3.0 out of 5 stars, you get what you pay for,5 stars,0.4350247383117676
104, 3.0 out of 5 stars, good product,5 stars,0.6334669589996338
104, 4.0 out of 5 stars, appropriate,5 stars,0.6765404939651489
104, 5.0 out of 5 stars, perfect uni,5 stars,0.9509702920913696
104, 5.0 out of 5 stars, value for money fits well,5 stars,0.8197957873344421
105,3.0 out of 5 stars,satisfactory as shown,5 stars,0.6917986869812012
105, 3.0 out of 5 stars, so tight but good,4 stars,0.5102598667144775
105, 5.0 out of 5 stars, stylish and confortable,5 stars,0.8295101523399353
105, 5.0 out of 5 stars, good,5 stars,0.5337613821029663
105, 3.0 out of 5 stars, its okay okay type,3 stars,0.8789210319519043
105, 4.0 out of 5 stars, satisfied,5 stars,0.6340687870979309
105, 3.0 out of 5 stars, looks good but not durable,3 stars,0.5036176443099976
105, 5.0 out of 5 stars, nice but take dust alot in uppr front part of it,4 stars,0.5951153635978699
105, 5.0 out of 5 stars, light weight and comfortable,5 stars,0.8194087147712708
105, 4.0 out of 5 stars, amazing product value for money,5 stars,0.9449456930160522
106,1.0 out of 5 stars,very very average product dont go for it after looking at the price,1 star,0.32680198550224304
106, 2.0 out of 5 stars, deferent size product,1 star,0.43439027667045593
106, 5.0 out of 5 stars, good look,5 stars,0.5350988507270813
106, 4.0 out of 5 stars, good product,5 stars,0.6334669589996338
106, 5.0 out of 5 stars, good,5 stars,0.5337613821029663
106, 5.0 out of 5 stars, best and comfortable,5 stars,0.9226547479629517
106, 1.0 out of 5 stars, dont buy pls stay away,1 star,0.8560145497322083
106, 1.0 out of 5 stars, manufacturing defective product and size issue,1 star,0.5898835062980652
106, 3.0 out of 5 stars, exchange problemshoe size is too small,1 star,0.46137845516204834
106, 1.0 out of 5 stars, very bad shoe,1 star,0.8980929851531982
107,3.0 out of 5 stars,chipset product,5 stars,0.68471759557724
108,2.0 out of 5 stars,pointwise review not a mark of quality,2 stars,0.39029133319854736
108, 2.0 out of 5 stars, all show no go,1 star,0.6152492165565491
108, 5.0 out of 5 stars, good,5 stars,0.5337613821029663
109,1.0 out of 5 stars,waste of money,1 star,0.8290979862213135
109, 3.0 out of 5 stars, ok,4 stars,0.45046597719192505
110,5.0 out of 5 stars,good buy,5 stars,0.6347100138664246
110, 5.0 out of 5 stars, good product value for money ,5 stars,0.5924144983291626
110, 1.0 out of 5 stars, cheap quality,1 star,0.6473367810249329
110, 5.0 out of 5 stars, good choice,5 stars,0.6690723896026611
110, 3.0 out of 5 stars, average,3 stars,0.7622721195220947
110, 5.0 out of 5 stars, excellent,5 stars,0.9499454498291016
110, 5.0 out of 5 stars, mhagama rod line,5 stars,0.5415602922439575
110, 4.0 out of 5 stars, good,5 stars,0.5337613821029663
110, 5.0 out of 5 stars, stylish  comfortable,5 stars,0.7782908082008362
110, 1.0 out of 5 stars, good for inside use,4 stars,0.5555599927902222
111,1.0 out of 5 stars,not met expectation,1 star,0.3845563530921936
111, 5.0 out of 5 stars, review on undrar shoes,5 stars,0.4958731532096863
111, 3.0 out of 5 stars, avg,5 stars,0.467368483543396
111, 2.0 out of 5 stars, colour changed,3 stars,0.26497381925582886
111, 4.0 out of 5 stars, nice,5 stars,0.6637264490127563
111, 1.0 out of 5 stars, dont buy,1 star,0.7622948884963989
111, 4.0 out of 5 stars, one among the best in budget shoes,5 stars,0.9435169100761414
111, 3.0 out of 5 stars, comfortable,5 stars,0.7150459885597229
111, 3.0 out of 5 stars, not comfortable,1 star,0.544911801815033
111, 5.0 out of 5 stars, lovely products,5 stars,0.8902463316917419
112,3.0 out of 5 stars,dont buy this,1 star,0.8520838022232056
112, 1.0 out of 5 stars, mismatch pair,1 star,0.43045803904533386
112, 1.0 out of 5 stars, quality is poor,1 star,0.6235166788101196
112, 4.0 out of 5 stars, worth it i would say,5 stars,0.7008010745048523
112, 2.0 out of 5 stars, review,5 stars,0.4432905614376068
112, 1.0 out of 5 stars, not same products shown as in images,1 star,0.44749996066093445
112, 5.0 out of 5 stars, osm shoes,5 stars,0.6061154007911682
112, 5.0 out of 5 stars, best quality,5 stars,0.9557247161865234
113,1.0 out of 5 stars,broken laces and loose stitches,1 star,0.5002123713493347
113, 1.0 out of 5 stars, hopping for long lasting wid this shoes,5 stars,0.8179734349250793
113, 1.0 out of 5 stars, not so good,1 star,0.4266699552536011
113, 3.0 out of 5 stars, shoe quality is ok for this price ask for one size small of your actual show size,3 stars,0.5498514175415039
113, 1.0 out of 5 stars, worst quality  i want to return it,1 star,0.9177644848823547
113, 4.0 out of 5 stars, very nice shoes,5 stars,0.8516309857368469
113, 5.0 out of 5 stars, very very good product,5 stars,0.8910479545593262
113, 4.0 out of 5 stars, colour,5 stars,0.48421239852905273
113, 5.0 out of 5 stars, just too good,2 stars,0.23322924971580505
113, 4.0 out of 5 stars, average product,3 stars,0.8513322472572327
114,3.0 out of 5 stars,good product,5 stars,0.6334669589996338
114, 5.0 out of 5 stars, ossam product,5 stars,0.6390992999076843
114, 4.0 out of 5 stars, awesome,5 stars,0.9403263330459595
114, 4.0 out of 5 stars, its actually good,5 stars,0.6184099912643433
114, 4.0 out of 5 stars, nice product,5 stars,0.6937230825424194
114, 5.0 out of 5 stars, everything is good,5 stars,0.7485212683677673
114, 5.0 out of 5 stars, its look nice,5 stars,0.47191646695137024
114, 4.0 out of 5 stars, nice,5 stars,0.6637264490127563
114, 3.0 out of 5 stars, ok product,4 stars,0.4854092597961426
114, 4.0 out of 5 stars, review,5 stars,0.4432905614376068
115,5.0 out of 5 stars,very good,5 stars,0.8276106715202332
115, 1.0 out of 5 stars, very bad product,1 star,0.9275873303413391
115, 1.0 out of 5 stars, bad choice for summer,1 star,0.3244882822036743
115, 1.0 out of 5 stars, quality superworst,5 stars,0.9187908172607422
115, 5.0 out of 5 stars, average,3 stars,0.7622721195220947
115, 4.0 out of 5 stars, great product fit  price,5 stars,0.9234845042228699
115, 1.0 out of 5 stars, wrost shoes,5 stars,0.5573545098304749
115, 3.0 out of 5 stars, okay,3 stars,0.8944447040557861
115, 1.0 out of 5 stars, one star,1 star,0.9925036430358887
115, 2.0 out of 5 stars, very bad,1 star,0.8895781636238098
116,4.0 out of 5 stars,good product to buy,5 stars,0.6814631223678589
117,5.0 out of 5 stars,value of money,5 stars,0.7127645015716553
117, 1.0 out of 5 stars, dont waste your time on this product,1 star,0.8575227856636047
117, 5.0 out of 5 stars, good product for very cheap rate,4 stars,0.4911561906337738
117, 5.0 out of 5 stars, very por itam please dont buy vest of money i hate this shoes,1 star,0.8716500997543335
117, 4.0 out of 5 stars, good product,5 stars,0.6334669589996338
117, 5.0 out of 5 stars, great buy,5 stars,0.9125548005104065
117, 4.0 out of 5 stars, awesome,5 stars,0.9403263330459595
117, 5.0 out of 5 stars, running shoes,5 stars,0.5932266116142273
117, 4.0 out of 5 stars, cheap stylish shoes,1 star,0.3901948928833008
117, 4.0 out of 5 stars, wish better quality,5 stars,0.4710491895675659
118,1.0 out of 5 stars,rubbish product,1 star,0.8145735859870911
118, 1.0 out of 5 stars, this shoes is worst quality shoes ever wearnew shoes will get tear and bursted,1 star,0.9583259224891663
118, 1.0 out of 5 stars, cheap quality different from picture,1 star,0.6772835850715637
118, 1.0 out of 5 stars, quality,5 stars,0.8053585290908813
118, 1.0 out of 5 stars, waste of money,1 star,0.8290979862213135
118, 3.0 out of 5 stars, shoes,5 stars,0.6069034337997437
118, 5.0 out of 5 stars, a perfect pair of shoes,5 stars,0.9356188774108887
118, 1.0 out of 5 stars, poor thing,1 star,0.8386094570159912
118, 4.0 out of 5 stars, best price,5 stars,0.9198435544967651
118, 1.0 out of 5 stars, no package box,1 star,0.4591694474220276
119,2.0 out of 5 stars,disappointed,1 star,0.53127521276474
119, 5.0 out of 5 stars, it is outstanding,5 stars,0.912822425365448
119, 4.0 out of 5 stars, value for money,5 stars,0.6624334454536438
119, 4.0 out of 5 stars, good for jog,4 stars,0.4713054299354553
119, 1.0 out of 5 stars, very bad that  different sizes received,1 star,0.8263396620750427
119, 5.0 out of 5 stars, good quality looks premium,5 stars,0.8046478033065796
119, 4.0 out of 5 stars, for minimal usage,5 stars,0.23982597887516022
119, 2.0 out of 5 stars, just ok ok product not too good not to bad,3 stars,0.775614321231842
119, 5.0 out of 5 stars, go for it without any doubts,5 stars,0.7174712419509888
119, 5.0 out of 5 stars, great deal dont miss,5 stars,0.8925613164901733
120,4.0 out of 5 stars,a decent rainy footwear,4 stars,0.6061736941337585
120, 1.0 out of 5 stars, need to describe its a plastic material in description,1 star,0.28155824542045593
121,5.0 out of 5 stars,best product,5 stars,0.9590744376182556
121, 5.0 out of 5 stars, amazed on,5 stars,0.5914591550827026
121, 2.0 out of 5 stars, mediocre product dont be fooled by the looks,1 star,0.7819941639900208
121, 5.0 out of 5 stars, perfect,5 stars,0.955660343170166
121, 4.0 out of 5 stars, value for money,5 stars,0.6624334454536438
121, 5.0 out of 5 stars, nice product at low price,5 stars,0.6715279817581177
121, 3.0 out of 5 stars, awesome product,5 stars,0.944373369216919
121, 3.0 out of 5 stars, looks good,5 stars,0.5557510852813721
121, 5.0 out of 5 stars, ok,4 stars,0.45046597719192505
121, 5.0 out of 5 stars, perfect,5 stars,0.955660343170166
122,5.0 out of 5 stars,nice product,5 stars,0.6937230825424194
122, 1.0 out of 5 stars, poor quality,1 star,0.8295193314552307
122, 1.0 out of 5 stars, not a valuable buy,2 stars,0.41877803206443787
122, 5.0 out of 5 stars, perfect stylish wear,5 stars,0.9375588297843933
122, 5.0 out of 5 stars,  ,5 stars,0.46193116903305054
122, 1.0 out of 5 stars, really waste of money,1 star,0.8969001770019531
122, 1.0 out of 5 stars, not good,1 star,0.6892451643943787
122, 1.0 out of 5 stars, worst product,1 star,0.9456179738044739
122, 1.0 out of 5 stars, review,5 stars,0.4432905614376068
122, 3.0 out of 5 stars,  marks,5 stars,0.6515032052993774
123,1.0 out of 5 stars,cheapest quality shoe in that price range,1 star,0.4971483051776886
123, 5.0 out of 5 stars, very very good product in low price,5 stars,0.8654686212539673
123, 4.0 out of 5 stars, look like cool one,5 stars,0.8244167566299438
123, 4.0 out of 5 stars, good,5 stars,0.5337613821029663
123, 2.0 out of 5 stars, not good shoes not satisfied,1 star,0.6701224446296692
123, 5.0 out of 5 stars, cheapest cost,1 star,0.6360539793968201
123, 5.0 out of 5 stars, occasionally,3 stars,0.3349662125110626
123, 5.0 out of 5 stars, nice product,5 stars,0.6937230825424194
123, 3.0 out of 5 stars, satisfaction,5 stars,0.7863805890083313
123, 3.0 out of 5 stars, ok,4 stars,0.45046597719192505
124,1.0 out of 5 stars,prefer not to buy,1 star,0.5834938287734985
124, 2.0 out of 5 stars, not received same product as shown in picture,1 star,0.6974443197250366
124, 1.0 out of 5 stars, product style different from the product picture,5 stars,0.45497751235961914
124, 1.0 out of 5 stars, very poor work amazon company and their workers,1 star,0.8774207234382629
124, 3.0 out of 5 stars, average,3 stars,0.7622721195220947
124, 3.0 out of 5 stars, good,5 stars,0.5337613821029663
124, 2.0 out of 5 stars, different designed show came up,5 stars,0.47606322169303894
124, 5.0 out of 5 stars, really good,5 stars,0.8432183265686035
124, 1.0 out of 5 stars, worst shoes ever i buyed in my life,1 star,0.9316263794898987
124, 2.0 out of 5 stars, not so good,1 star,0.4266699552536011
125,5.0 out of 5 stars,its to good,5 stars,0.5370676517486572
125, 3.0 out of 5 stars, little narrow,3 stars,0.39904624223709106
125, 2.0 out of 5 stars, not suitable for roads,1 star,0.3797098398208618
125, 3.0 out of 5 stars, quality kharab hainexchange karneke badd,5 stars,0.8215985298156738
125, 1.0 out of 5 stars, cheap product,1 star,0.6796998381614685
125, 4.0 out of 5 stars, good,5 stars,0.5337613821029663
125, 1.0 out of 5 stars, not good,1 star,0.6892451643943787
125, 1.0 out of 5 stars, too small,1 star,0.5607801079750061
125, 5.0 out of 5 stars, ,5 stars,0.46193116903305054
125, 2.0 out of 5 stars, not satisfied,1 star,0.5931033492088318
126,1.0 out of 5 stars,dont buy,1 star,0.7622948884963989
126, 3.0 out of 5 stars, average,3 stars,0.7622721195220947
126, 5.0 out of 5 stars, satisfied product,5 stars,0.6803814172744751
126, 3.0 out of 5 stars, shoes review,5 stars,0.5535563230514526
126, 4.0 out of 5 stars, good to buy in low price,5 stars,0.6212252378463745
126, 2.0 out of 5 stars, not as per size chart and photo,2 stars,0.3753136992454529
126, 1.0 out of 5 stars, to large,3 stars,0.446727454662323
126, 4.0 out of 5 stars, different colour,5 stars,0.3072429597377777
126, 5.0 out of 5 stars, worst,1 star,0.8766350150108337
126, 4.0 out of 5 stars, nice,5 stars,0.6637264490127563
127,1.0 out of 5 stars,save your money from frauds,1 star,0.6121215224266052
127, 5.0 out of 5 stars, awesome colour shoes,5 stars,0.9119101166725159
127, 3.0 out of 5 stars, good not better,1 star,0.4008110761642456
127, 4.0 out of 5 stars, neither worst nor the best,5 stars,0.4380941689014435
127, 2.0 out of 5 stars, poor quality,1 star,0.8295193314552307
127, 1.0 out of 5 stars, waste of money,1 star,0.8290979862213135
127, 3.0 out of 5 stars, poor quality please return my cash,1 star,0.8666608333587646
127, 1.0 out of 5 stars, poor quality,1 star,0.8295193314552307
127, 5.0 out of 5 stars, nice shoes,5 stars,0.6508151292800903
127, 4.0 out of 5 stars, value of money,5 stars,0.7127645015716553
128,5.0 out of 5 stars,in this price segment shoes are best,5 stars,0.86283278465271
128, 3.0 out of 5 stars, shoues product nyc but shoues tali broken,1 star,0.4833191931247711
128, 2.0 out of 5 stars, not as i expected ,2 stars,0.4738630950450897
128, 3.0 out of 5 stars, fit comfertable lightweight,5 stars,0.7044397592544556
128, 5.0 out of 5 stars, best,5 stars,0.9302717447280884
128, 5.0 out of 5 stars, good,5 stars,0.5337613821029663
128, 5.0 out of 5 stars, good product velu of money,5 stars,0.6305554509162903
128, 1.0 out of 5 stars, difet,1 star,0.463869571685791
128, 2.0 out of 5 stars, please check carefully,1 star,0.35922324657440186
128, 1.0 out of 5 stars, i dont have anymore interest,5 stars,0.44701945781707764
129,5.0 out of 5 stars,the shoe is pretty light and fits well,5 stars,0.8303695917129517
129, 4.0 out of 5 stars, comfortable shoes,5 stars,0.6879724264144897
129, 4.0 out of 5 stars, nice product,5 stars,0.6937230825424194
129, 2.0 out of 5 stars, needs improvement,5 stars,0.4962019622325897
129, 4.0 out of 5 stars, exchange reviews,5 stars,0.47217339277267456
129, 4.0 out of 5 stars, at this value good product,5 stars,0.6697476506233215
129, 2.0 out of 5 stars, buy better one,5 stars,0.6311004757881165
129, 2.0 out of 5 stars, poor product quality,1 star,0.7643702626228333
129, 3.0 out of 5 stars, not so comfortable but ok at this price,3 stars,0.6049149632453918
129, 5.0 out of 5 stars, good fit,5 stars,0.6325154900550842
130,5.0 out of 5 stars,good buy,5 stars,0.6347100138664246
130, 4.0 out of 5 stars, better for purchase,5 stars,0.6720530390739441
130, 5.0 out of 5 stars, very good quality shoes,5 stars,0.8868203163146973
130, 5.0 out of 5 stars, good shoes for rain season if you are worried to ruin your sneakers,5 stars,0.44823965430259705
130, 1.0 out of 5 stars, poor packing and poor quality,1 star,0.8067827224731445
130, 4.0 out of 5 stars, true to its size,5 stars,0.8342210054397583
130, 2.0 out of 5 stars, not what i expected ,2 stars,0.4544855058193207
130, 5.0 out of 5 stars, light on pocket heavy on super looks,5 stars,0.7986712455749512
130, 3.0 out of 5 stars, durability is really poor,1 star,0.5009929537773132
130, 1.0 out of 5 stars, reschedule return pickup immediately,1 star,0.7219729423522949
